PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
36384466,Saih Shuaib 2,28168.59,2026,2706,11-06-2026 14.58,36384466,28168.59,Land,Industrial
36722802,Jabal Ali Industrial Second,2891.24,2026,467,19-01-2026 13.29,36722802,2891.24,Land,Commercial
36982199,Madinat Hind 3,11452.54,2026,1513,16-03-2026 11.21,36982199,11452.54,Land,Residential
36991552,Al Hebiah Second,3124.21,2026,1599,24-03-2026 10.58,36991552,3124.21,Land,Land
37000000,Mirdif,4647.1,2026,268,12-01-2026 15.05,37000000,4647.1,Land,Residential
37214505,Al Hebiah Second,2881.12,2026,1589,24-03-2026 7.49,37214505,2881.12,Land,Villa
37225743,Al Hebiah Second,2881.99,2026,1590,24-03-2026 7.51,37225743,2881.99,Land,Villa
37357864,Palm Deira,2776.53,2026,1071,16-02-2026 9.24,37357864,2776.53,Land,Residential
37458157,Al Wasl,994.28,2026,1403,05-03-2026 15.50,37458157,994.28,Land,Residential
37651692,Al Jadaf,1748.98,2026,2526,01-06-2026 8.29,37651692,1748.98,Land,Commercial
37798404,Wadi Al Safa 3,2341.06,2026,916,10-02-2026 8.19,37798404,2341.06,Land,Residential
38000000,Al Ras,431.91,2026,370,14-01-2026 14.01,38000000,432.3,Land,Commercial
38000000,Um Hurair First,1000.38,2026,541,22-01-2026 9.45,38000000,1000.38,Land,Commercial
38027515,Burj Khalifa,1052.86,2026,2503,21-05-2026 15.04,38027515.19,1052.86,Unit,Flat
38236739,Al Goze Industrial First,6766.31,2026,1053,13-02-2026 11.15,38236739,6766.31,Land,Industrial
38429679,Palm Deira,2856.19,2026,790,04-02-2026 7.39,38429679,2856.19,Land,Commercial
38517764,Wadi Al Safa 4,7695.53,2026,1159,18-02-2026 12.49,38517764,7695.53,Land,Residential
38517764,Wadi Al Safa 4,7695.53,2026,2602,04-06-2026 13.37,38517764,7695.53,Land,Residential
38750040,Nad Al Hamar,3000,2026,2084,22-04-2026 12.19,38750040,3000,Land,Commercial
38750040,Palm Deira,2400,2026,800,04-02-2026 8.33,38750040,2400,Land,Commercial
38750040,Palm Deira,2400,2026,1139,17-02-2026 11.17,38750040,2400,Land,Residential
38750040,Palm Deira,2400,2026,801,04-02-2026 8.38,38750040,2400,Land,Commercial
38750040,Palm Deira,2400,2026,1137,17-02-2026 10.49,38750040,2400,Land,Residential
38881800,Al Barsha First,2006.8,2026,2450,19-05-2026 14.15,38881800,2006.8,Land,Commercial
39000000,Bukadra,6967.73,2026,2036,20-04-2026 12.09,39000000,6967.73,Land,Industrial
39036015,Jabal Ali Industrial Second,3022.14,2026,468,19-01-2026 13.33,39036015,3022.14,Land,Residential
39163890,Al Hebiah Second,3032.04,2026,1594,24-03-2026 8.22,39163890,3032.04,Land,Land
39174945,Palm Deira,2911.58,2026,794,04-02-2026 7.55,39174945,2911.58,Land,Commercial
39205461,Jabal Ali First,3642.33,2026,512,21-01-2026 10.32,39205461,3642.31,Land,Commercial
39365369,Al Barsha First,18285.83,2026,1261,24-02-2026 13.46,39365369,18285.83,Land,Industrial
39461491,Al Hebiah Second,3055.08,2026,1595,24-03-2026 8.42,39461491,3055.08,Land,Land
39484848,Nadd Hessa,2620.19,2026,1812,08-04-2026 10.19,39484848,2620.19,Land,Commercial
39625468,Al Goze Industrial Second,7362.66,2026,1417,09-03-2026 11.24,39625468,7362.66,Land,Industrial
39653965,Al Suq Al Kabeer,4911.97,2026,2593,04-06-2026 10.46,39653965,4911.97,Land,المباني التاريخية و الانشطة المتعلقة 
39759091,Al Hebiah Second,3078.12,2026,1596,24-03-2026 8.59,39759091,3078.12,Land,Villa
39999944,Al Manara,3716.12,2026,12,02-01-2026 10.37,39999944,3716.12,Land,Residential
39999944,Al Saffa First,7432.24,2026,1918,13-04-2026 14.45,39999944,7432.24,Land,Residential
39999944,Al Barsha Second,3716.12,2026,2569,03-06-2026 10.56,39999944,3716.12,Land,Commercial
40000000,Mankhool,1270.45,2026,2021,20-04-2026 9.46,40000000,1270.45,Land,
40000000,Al Murqabat,1257.91,2026,31,03-01-2026 13.54,40000000,1260.82,Land,Commercial
40000000,Al Warqa First,1858.05,2026,1620,25-03-2026 10.02,40000000,1858.05,Land,Residential Flats
40000000,Al Buteen,596.9,2026,50,05-01-2026 12.01,40000000,596.9,Land,Commercial
40000000,Al Aweer Second,35939.17,2026,2431,19-05-2026 11.19,40000000,35939.17,Land,Agricultural
40000000,Al Buteen,383.13,2026,2397,18-05-2026 8.06,40000000,383.13,Land,Commercial
40000000,Al Bada,5159.65,2026,1407,06-03-2026 13.24,40000000,5159.65,Land,Commercial
40000000,Al Rega,542.37,2026,258,12-01-2026 12.36,40000000,542.37,Land,Commercial
40000000,Al Suq Al Kabeer,522.58,2026,1913,13-04-2026 14.23,40000000,522.58,Land,
40000000,Al Hudaiba,4153.23,2026,1283,25-02-2026 13.14,40000000,4153.23,Land,
40000000,Al Nahda Second,1393.55,2026,2446,19-05-2026 13.26,40000000,1393.55,Land,Commercial
40056691,Al Hebiah Second,3101.16,2026,1598,24-03-2026 10.55,40056691,3101.16,Land,Land
40325014,Al Karama,3746.32,2026,2069,21-04-2026 14.54,40325014,3746.32,Land,Commercial
40387364,Nad Al Hamar,3001.69,2026,1673,30-03-2026 13.41,40387364,3001.69,Land,Commercial
40474955,AL QUSAIS,18801.25,2026,1167,19-02-2026 11.04,40474955,18801.25,Land,Commercial
40687154,Al Jadaf,2099.98,2026,1677,30-03-2026 14.06,40687154,2099.98,Land,Commercial
40687154,Al Jadaf,2099.98,2026,1752,02-04-2026 13.34,40687154,2099.98,Land,Commercial
40949901,Mankhool,2717.41,2026,1204,23-02-2026 11.31,40949901,2717.41,Land,
41046133,Al Nahda Second,8028,2026,250,12-01-2026 11.00,41046133,8028.03,Land,Commercial
41441015,Al Aweer First,11000.68,2026,732,02-02-2026 13.08,41441015,11000,Land,
41477881,Al Barsha First,2568.95,2026,907,09-02-2026 13.48,41477881,2568.95,Land,Commercial
41690135,Al Khawaneej First,4841.43,2026,614,26-01-2026 12.22,41690135,4841.43,Land,
41722087,Palm Deira,3100.89,2026,757,03-02-2026 7.55,41722087,3100.89,Land,Commercial
41749336,Naif,2770.46,2026,2073,22-04-2026 9.49,41749336,2770.46,Land,Residential
41787221,Wadi Al Safa 4,2918.92,2026,255,12-01-2026 11.48,41787221,2918.92,Land,Residential
42000000,Jumeirah Second,2507.08,2026,2549,02-06-2026 12.35,42000000,2507.08,Land,Residential
42038449,Madinat Hind 1,3063.14,2026,355,14-01-2026 11.32,42038449,3063.14,Land,
42051535,Al Barshaa South Third,5140.42,2026,738,02-02-2026 13.49,42051535,5140.42,Land,Residential
42442434,Mankhool,2628.69,2026,1579,23-03-2026 16.47,42442434,2628.69,Land,
42499941,Al Wasl,4645.15,2026,2509,21-05-2026 23.10,42499941,4645.15,Land,Residential
42526748,Nad Al Shiba First,3292.39,2026,1571,23-03-2026 11.56,42526748,3292.39,Land,Commercial
42573302,Al Manara,3595.63,2026,1927,14-04-2026 11.17,42573302,3595.63,Land,Residential
42641292,Al Twar First,6094.63,2026,1008,12-02-2026 11.15,42641292,6094.63,Land,General Use
42641292,Al Twar First,6094.63,2026,407,15-01-2026 11.18,42641292,6094.63,Land,General Use
42699961,Al Raffa,3966.96,2026,1308,26-02-2026 12.55,42699961,3966.96,Land,Commercial
42817443,Al Warsan Third,24108.33,2026,404,15-01-2026 10.48,42817443,24108.33,Land,Warehouse
43301598,Al Barsha South Fourth,1828.57,2026,360,14-01-2026 12.01,43301598,1828.57,Land,Commercial
43389117,Me'Aisem First,5598.59,2026,1796,07-04-2026 8.57,43389117,5598.59,Land,Commercial
43391972,Um Suqaim Third,5375,2026,2598,04-06-2026 12.51,43391972,5375,Land,Residential
43541967,Al Goze Industrial Third,4494.65,2026,2245,05-05-2026 11.05,43541967,4494.65,Land,Commercial
43708296,Palm Deira,3248.51,2026,758,03-02-2026 8.00,43708296,3248.51,Land,Commercial
43831333,Al Nahda First,5817.24,2026,1169,19-02-2026 12.00,43831333,5817.24,Land,
43952633,Nadd Hessa,2958.94,2026,1814,08-04-2026 10.27,43952633,2958.94,Land,Commercial
43968800,Al Twar First,6007.11,2026,2838,22-06-2026 13.04,43968800,6007.11,Land,Commercial / Offices / Residential
44249480,Al Barsha South Fourth,1835.23,2026,2784,18-06-2026 9.24,44249480,1835.23,Land,Commercial
44485988,Palm Deira,3306.31,2026,760,03-02-2026 8.07,44485988,3306.31,Land,Commercial
44495035,Hadaeq Sheikh Mohammed Bin Rashid,10334.32,2026,1815,08-04-2026 11.06,44495035,10334.32,Land,Commercial
44542081,Al Jafliya,11034.93,2026,2373,14-05-2026 11.55,44542081,11034.93,Land,Commercial
44718999,Al Rowaiyah First,5539.38,2026,986,12-02-2026 8.07,44718999,5539.38,Land,Residential
44868962,Wadi Al Safa 4,2925.24,2026,254,12-01-2026 11.43,44868962,2925.24,Land,Residential
44999991,Al Wasl,2090.32,2026,98,06-01-2026 13.00,44999991,2090.32,Land,Commercial
45000000,Palm Jumeirah,1365.63,2026,627,26-01-2026 23.21,45000000,1365.63,Land,Commercial
45000000,Al Goze First,3716.12,2026,1199,23-02-2026 9.58,45000000,3716.12,Land,Commercial
45000000,Al Thanayah Fourth,1895.59,2026,2548,02-06-2026 12.10,45000000,1895.59,Land,Commercial
45000000,Al Thanayah Fourth,1619.12,2026,1020,12-02-2026 13.09,45000000,1619.12,Land,Commercial
45236194,Dubai Investment Park First,10506.46,2026,1309,26-02-2026 12.57,45236194,10506.46,Land,Commercial
45330895,Al Rowaiyah Second,21056.91,2026,845,05-02-2026 14.29,45330895,21056.91,Land,School
45599895,Jumeirah First,2229.67,2026,1320,27-02-2026 9.20,45599895,2229.67,Land,Residential
46234244,Madinat Hind 1,5924.56,2026,345,14-01-2026 10.34,46234244,5924.56,Land,
46500048,Nad Al Hamar,2880,2026,974,11-02-2026 12.22,46500048,2880,Land,Commercial
46721892,Um Suqaim First,2893.74,2026,1601,24-03-2026 11.11,46721892,2893.74,Land,Residential
46980096,Madinat Hind 1,5195.95,2026,349,14-01-2026 10.59,46980096,5195.95,Land,
46998374,Al Hebiah Second,14554.32,2026,1250,24-02-2026 12.20,46998374,14554.32,Land,Land
47000000,Um Hurair Second,2125.16,2026,319,13-01-2026 15.04,47000000,2125.16,Land,Commercial
47311857,Al Warqa Third,9555.26,2026,2406,18-05-2026 13.33,47311857,9555.26,Land,
47377521,Mirdif,4401.52,2026,1909,13-04-2026 13.57,47377521,4401.52,Land,
47866762,Jumeirah First,3705.81,2026,2273,06-05-2026 11.25,47866762,3705.81,Land,Residential
48121058,World Islands,40641.79,2026,1076,16-02-2026 9.40,48121058,40641.79,Land,Commercial
48213489,Al Satwa,2799.49,2026,2455,19-05-2026 14.36,48213489,2799.49,Land,Commercial
48383408,Nadd Hessa,2644.1,2026,1813,08-04-2026 10.22,48383408,2644.1,Land,Commercial
48436517,Wadi Al Amardi,37499.2,2026,807,04-02-2026 10.26,48436517,37499.2,Land,Commercial
48448314,Mankhool,3215,2026,2805,18-06-2026 18.10,48448314,3215,Land,Commercial
48573364,Nadd Hessa,2694.1,2026,1811,08-04-2026 10.17,48573364,2694.1,Land,Commercial
48587303,Palm Deira,3611.13,2026,1129,17-02-2026 9.34,48587303,3611.13,Land,Residential
48799971,Um Hurair Second,4533.67,2026,3018,30-06-2026 10.33,48799971,4533.67,Land,Commercial
48999931,Al Goze Fourth,6503.21,2026,2147,27-04-2026 10.43,48999931,6503.21,Land,Commercial
49057877,Al Warsan Third,26809.59,2026,521,21-01-2026 11.42,49057877,26809.59,Land,Residential / Villas
49137548,Al Barshaa South Third,5706.29,2026,737,02-02-2026 13.43,49137548,5706.29,Land,Residential
49177756,Al Mamzer,16613.7,2026,1143,17-02-2026 12.33,49177756,16613.7,Land,Sports Club
49184377,Wadi Al Safa 4,7771.06,2026,1160,18-02-2026 12.53,49184377,7771.06,Land,Residential
49184377,Wadi Al Safa 4,7771.06,2026,2603,04-06-2026 13.41,49184377,7771.06,Land,Residential
49189805,Al Rowaiyah Second,25388.26,2026,834,05-02-2026 11.19,49189805,25388.26,Land,
49212715,Dubai Investment Park First,3503.46,2026,2307,11-05-2026 8.21,49212715,3503.46,Land,Commercial
49483510,Mankhool,6567.39,2026,1144,17-02-2026 13.49,49483510,6567.39,Land,Residential Flats
49607586,Al Karama,2710.63,2026,2697,11-06-2026 9.55,49607586,2711,Land,
49967638,Palm Deira,3713.72,2026,1084,16-02-2026 10.15,49967638,3713.72,Land,Residential
50000000,AL TWAR FIFTH,2369.03,2026,2449,19-05-2026 14.04,50000000,2369.03,Land,Commercial
50000000,Al Nahda Second,1393.55,2026,1668,30-03-2026 10.02,50000000,1393.55,Land,Commercial
50000000,Al Goze Fourth,2973.29,2026,2288,07-05-2026 12.01,50000000,2973.29,Land,Land
50000000,Al Goze Fourth,2973.32,2026,2287,07-05-2026 11.39,50000000,2973.32,Land,Land
50000000,Palm Jumeirah,1245.27,2026,2653,09-06-2026 9.36,50000000,1245.27,Land,Commercial
50000000,AL QUSAIS,1687.12,2026,1971,16-04-2026 13.55,50000000,1687.12,Land,Commercial
50000000,Ras Al Khor Industrial First,7432.24,2026,2680,10-06-2026 8.45,50000000,7432.24,Land,Warehouse
50041640,Palm Deira,3719.22,2026,1126,17-02-2026 9.28,50041640,3719.22,Land,Residential
51151942,Wadi Al Safa 2,4416.52,2026,506,21-01-2026 8.27,51151942,4416.52,Land,Residential
51479805,Al Karama,3678.95,2026,1044,13-02-2026 9.12,51479805,3678.95,Land,
51999927,Port Saeed,3716.12,2026,1037,13-02-2026 8.01,51999927,3716.12,Land,Residential
52000000,Al Saffa Second,4130,2026,1869,09-04-2026 15.11,52000000,4130,Land,Residential
52000000,Al Barsha First,1096.26,2026,1255,24-02-2026 13.00,52000000,1096.26,Land,Commercial
52006267,Um Suqaim Third,6442.06,2026,2986,29-06-2026 10.44,52006267,6442.06,Land,Residential
52359743,Bukadra,1737.28,2026,2048,21-04-2026 7.53,52359743,1737.28,Land,Sports Club
52415995,Al Garhoud,4869.61,2026,169,08-01-2026 10.37,52415995,4869.61,Land,Industrial
52691565,World Islands,46621.06,2026,1042,13-02-2026 8.58,52691565,46621.06,Land,Commercial
53305966,Al Jadaf,2706.17,2026,1675,30-03-2026 14.02,53305966,2706.17,Land,Commercial
53729934,Al Goze Industrial Third,16638.93,2026,1956,16-04-2026 10.32,53729934,16638.93,Land,Industrial
53732829,Wadi Al Safa 2,3839.96,2026,416,15-01-2026 15.29,53732829,3839.96,Land,Residential
54000000,Al Murqabat,966.19,2026,2534,01-06-2026 10.56,54000000,966.19,Land,Commercial
54000000,Al Barsha South Fourth,2169.67,2026,642,27-01-2026 11.57,54000000,2169.67,Land,Residential
54000118,Jumeirah Third,5574.2,2026,2349,12-05-2026 12.01,54000118,5574.2,Land,
54119953,Um Suqaim First,9141.66,2026,690,29-01-2026 16.29,54119953,9141.66,Land,Residential
54210014,Marsa Dubai,2518.14,2026,84,06-01-2026 8.48,54210014,2518.14,Land,Residential Flats
54240256,World Islands,43818.17,2026,1045,13-02-2026 9.51,54240256,43818.17,Land,Commercial
54516188,World Islands,46042.95,2026,1048,13-02-2026 10.09,54516188,46042.95,Land,Commercial
54907192,Palm Deira,4080.84,2026,1127,17-02-2026 9.30,54907192,4080.84,Land,Residential
55000000,Jumeirah First,1735.21,2026,2701,11-06-2026 12.03,55000000,1735.21,Land,Government Housing
55000000,Nad Al Hamar,2972.9,2026,2085,22-04-2026 12.28,55000000,2972.9,Land,
55000000,Saih Shuaib 2,4253.01,2026,1056,13-02-2026 11.50,55000000,4253.01,Land,Industrial
55000000,Um Suqaim First,5908.63,2026,1476,12-03-2026 15.28,55000000,5908.63,Land,Residential
55000000,Al Murqabat,1212.66,2026,2064,21-04-2026 12.30,55000000,1212.66,Land,Commercial
55000000,Me'Aisem First,1845.13,2026,1942,15-04-2026 11.12,55000000,1845.13,Land,Commercial
55004026,Al Mamzer,3842.14,2026,2839,22-06-2026 13.37,55004026,3842.14,Land,Residential Flats
55054980,Al Sabkha,929.96,2026,2561,03-06-2026 8.28,55054980,929.96,Land,Commercial
55349879,World Islands,51421.77,2026,1080,16-02-2026 9.50,55349879,51421.77,Land,Commercial
55908109,World Islands,47218.53,2026,1081,16-02-2026 9.53,55908109,47218.53,Land,Commercial
56000000,Jumeirah Second,2949.58,2026,2285,07-05-2026 10.29,56000000,2949.58,Land,Residential
56018246,Al Hebiah Second,9293.34,2026,381,15-01-2026 8.23,56018246,9293.34,Land,Land
56126769,Al Aweer First,14898.15,2026,3001,29-06-2026 16.11,56126769,14898.15,Land,Shopping Mall
56495607,Al Rowaiyah First,8397.79,2026,1004,12-02-2026 10.12,56495607,8397.79,Land,Residential
56557936,Bukadra,2594.77,2026,1648,26-03-2026 12.58,56557936,2594.77,Land,Sports Club
56795947,Wadi Al Safa 3,10346.1,2026,741,02-02-2026 14.21,56795947,10346.12,Land,Government Housing
57066428,Al Warsan Third,29453.61,2026,517,21-01-2026 11.29,57066428,29453.61,Land,Agricultural
57100347,Saih Shuaib 1,53048.01,2026,1374,04-03-2026 11.32,57100347,53048.01,Land,Land
57256970,Jabal Ali Industrial First,40918.09,2026,2422,19-05-2026 10.02,57256970,40918.09,Land,Industrial
57491077,Dubai Investment Park First,17803.67,2026,2268,06-05-2026 9.59,57491077,17803.67,Land,Commercial
57683203,World Islands,51037.62,2026,1077,16-02-2026 9.44,57683203,51037.62,Land,Commercial
58135689,Palm Deira,4320.79,2026,1096,16-02-2026 12.27,58135689,4320.79,Land,Residential
58199977,Al Saffa First,7209.28,2026,1839,09-04-2026 9.43,58199977,7209.28,Land,Residential
58262918,World Islands,49207.34,2026,1074,16-02-2026 9.33,58262918,49207.34,Land,Commercial
58606120,Jabal Ali Industrial Second,3202.76,2026,1235,24-02-2026 9.43,58606120,3202.76,Land,Commercial
58949951,Al Barsha First,3651.09,2026,1461,11-03-2026 14.58,58949951,3651.09,Land,Exhbition Center
59313174,Al Hebiah Second,2687.99,2026,1587,24-03-2026 7.46,59313174,2687.99,Land,Villa
59313174,Al Hebiah Second,2687.99,2026,1584,24-03-2026 7.37,59313174,2687.99,Land,Villa
59313395,Al Hebiah Second,2688,2026,1586,24-03-2026 7.44,59313395,2688,Land,Villa
59313395,Al Hebiah Second,2688,2026,1585,24-03-2026 7.41,59313395,2688,Land,Villa
59994104,Al Barshaa South Third,5573.64,2026,1622,25-03-2026 10.19,59994104,5573.64,Land,Residential
59999270,Al Wasl,1858.04,2026,812,04-02-2026 12.37,59999270,1858.04,Land,Commercial
59999916,Al Barsha First,4645.15,2026,187,08-01-2026 15.27,59999916,4645.15,Land,General Authority
59999916,Al Goze First,1858.06,2026,1458,11-03-2026 12.17,59999916,1858.06,Land,Commercial
59999916,Al Raffa,4645.15,2026,1619,25-03-2026 9.58,59999916,4645.15,Land,Commercial
59999916,Al Garhoud,7432.24,2026,546,22-01-2026 10.44,59999916,7432.24,Land,Commercial
60000000,Al Barsha South Fourth,2628.52,2026,269,12-01-2026 15.15,60000000,2628.52,Land,Residential
60000000,Al Goze Industrial First,19073.02,2026,2930,25-06-2026 12.21,60000000,19073.02,Land,Industrial
60000000,Al Qusais Industrial Fourth,1337.99,2026,1032,12-02-2026 21.32,60000000,1337.99,Land,Commercial
60130988,Al Rowaiyah First,18621.19,2026,1404,06-03-2026 8.21,60130988,18621.19,Land,Residential
60610041,Palm Deira,4504.69,2026,793,04-02-2026 7.49,60610041,4504.69,Land,Commercial
60967879,World Islands,51491.88,2026,1078,16-02-2026 9.47,60967879,51491.88,Land,Commercial
61160399,Jabal Ali Industrial Second,2525.33,2026,1236,24-02-2026 9.51,61160399,2525.33,Land,Commercial
61544519,World Islands,54454.08,2026,1049,13-02-2026 10.14,61544519,54454.08,Land,Commercial
61562915,Palm Deira,4575.51,2026,1099,16-02-2026 13.40,61562915,4575.51,Land,Residential
61572457,Al Jadaf,3177.93,2026,150,07-01-2026 11.15,61572457,3177.93,Land,Commercial
61604697,Al Aweer First,95387.82,2026,2427,19-05-2026 10.53,61604697,95387.82,Land,Agricultural
61863535,Jabal Ali Industrial First,19157.72,2026,1794,07-04-2026 8.35,61863535,19157.72,Land,Industrial
61879874,Al Barsha First,4106.31,2026,233,09-01-2026 17.27,61879874,4106.31,Land,Commercial
62000000,Um Ramool,2526.03,2026,2439,19-05-2026 12.31,62000000,2526.03,Land,Industrial
62000322,Wadi Al Safa 2,4800.02,2026,2170,30-04-2026 15.02,62000322,4800.02,Land,Residential
62005984,Palm Deira,4608.44,2026,1128,17-02-2026 9.32,62005984,4608.44,Land,Residential
62050224,Al Khairan First,28823.3,2026,1472,12-03-2026 11.29,62050224,28823.3,Land,Residential
62333149,Wadi Al Safa 3,17032.19,2026,893,09-02-2026 11.54,62333149,17032.19,Land,School
62525934,Al Warqa First,11617.71,2026,3033,30-06-2026 13.40,62525934,11617.71,Land,Commercial
62786555,Al Barshaa South Third,8771.53,2026,608,26-01-2026 12.04,62786555,8771.53,Land,Residential
63085866,Saih Aldahal,97681.24,2026,1762,03-04-2026 12.14,63085866,97681.24,Land,Government Housing
63254274,Al Hebiah Second,4897.1,2026,1593,24-03-2026 8.04,63254274,4897.1,Land,Land
63575000,Al Hebiah Second,2881.13,2026,1588,24-03-2026 7.49,63575000,2881.13,Land,Villa
63577449,Al Goze First,19688.48,2026,2292,07-05-2026 12.40,63577449,19688.48,Land,Industrial
63593977,Al Hebiah Second,2881.99,2026,1583,24-03-2026 7.34,63593977,2881.99,Land,Villa
63973571,Al Rowaiyah First,7924.46,2026,1003,12-02-2026 10.06,63973571,7924.46,Land,Residential
63979190,Wadi Al Safa 2,19812.89,2026,912,10-02-2026 7.45,63979190,19812.89,Land,Residential
63999921,Al Rowaiyah Third,59457.93,2026,1966,16-04-2026 12.05,63999921,59457.93,Land,
64100370,Palm Deira,4764.1,2026,787,04-02-2026 7.23,64100370,4764.1,Land,Commercial
64300482,Jabal Ali First,4266.94,2026,1703,31-03-2026 19.24,64300482,4266.94,Land,Commercial
64301235,Jabal Ali First,4266.94,2026,1270,25-02-2026 9.55,64301235,4266.99,Land,Commercial
64354958,Saih Shuaib 2,34164.44,2026,915,10-02-2026 8.13,64354958,34164.44,Land,Industrial
64753981,Al Rowaiyah First,8021.13,2026,1001,12-02-2026 9.40,64753981,8021.13,Land,Residential
64791468,World Islands,32536.92,2026,1023,12-02-2026 13.17,64791468,32536.92,Land,Commercial
65000000,Jumeirah Second,6017.7,2026,220,09-01-2026 9.54,65000000,6017.7,Land,Residential
65000000,Nad Al Shiba First,1858.05,2026,496,20-01-2026 13.28,65000000,1858.05,Land,Sports Club
65000000,Al Barsha First,1355.64,2026,538,21-01-2026 18.04,65000000,1355.64,Land,Residential
65000000,Port Saeed,1970.29,2026,1090,16-02-2026 11.43,65000000,1970.29,Land,Commercial
65166184,Al Goze Industrial First,24216.57,2026,1369,04-03-2026 10.36,65166184,24216.57,Land,Industrial
65262139,Madinat Hind 1,28871.7,2026,351,14-01-2026 11.14,65262139,28871.7,Land,
65554315,Al Barsha South Fourth,2255.63,2026,2305,08-05-2026 18.02,65554315,2255.63,Land,Commercial
65761563,Ras Al Khor Industrial First,2221.62,2026,2047,21-04-2026 7.40,65761563,2221.62,Land,Commercial
65890487,World Islands,81619.1,2026,1050,13-02-2026 10.18,65890487,81619.1,Land,Commercial
66305624,Wadi Al Safa 3,5600,2026,2688,10-06-2026 13.33,66305624,5600,Land,Land
66402973,Palm Jabal Ali,2937.64,2026,14,02-01-2026 11.13,66402973,2937.64,Land,Commercial
66490782,Wadi Al Safa 4,3050.47,2026,1778,06-04-2026 11.43,66490782,3050.47,Land,Residential
66526230,World Islands,61804.95,2026,1072,16-02-2026 9.26,66526230,61804.95,Land,Commercial
66818761,Wadi Al Safa 3,10346.1,2026,802,04-02-2026 8.42,66818761,10346.12,Land,Government Housing
67116333,Muhaisanah Second,47963.98,2026,342,14-01-2026 10.14,67116333,47963.98,Land,School
67549790,Al Warsan Third,19016.93,2026,2595,04-06-2026 11.52,67549790,19016.93,Land,
67869090,Wadi Al Safa 4,14011.63,2026,2601,04-06-2026 13.20,67869090,14011.63,Land,Residential
67869090,Wadi Al Safa 4,14011.63,2026,1157,18-02-2026 12.43,67869090,14011.63,Land,Residential
67870271,World Islands,45038.29,2026,1014,12-02-2026 12.30,67870271,45038.29,Land,Commercial
68000000,Al Garhoud,1858.06,2026,2423,19-05-2026 10.23,68000000,1858.06,Land,Commercial
68000000,Al Barsha First,8709.66,2026,241,12-01-2026 8.06,68000000,8709.66,Land,Commercial
68857476,Al Jafliya,2558.83,2026,2460,20-05-2026 8.26,68857476,2558.83,Land,Commercial / Offices / Residential
69173665,Palm Deira,5141.16,2026,788,04-02-2026 7.32,69173665,5141.16,Land,Commercial
69223556,Nad Al Shiba First,4287.39,2026,1379,04-03-2026 12.58,69223556,4287.39,Land,Commercial
69817615,Palm Deira,5189.02,2026,704,02-02-2026 8.30,69817615,5189.02,Land,Commercial
69876849,Nad Al Hamar,43278.52,2026,507,21-01-2026 8.45,69876849,43278.52,Land,
70000000,Naif,950.03,2026,2463,20-05-2026 8.53,70000000,950.03,Land,Commercial
70000000,Muhaisanah Fourth,1932.38,2026,2437,19-05-2026 12.04,70000000,1932.38,Land,Commercial
70000000,Naif,1072.84,2026,2462,20-05-2026 8.44,70000000,1072.84,Land,Commercial
70000000,Al Jadaf,1439.9,2026,1294,26-02-2026 10.08,70000000,1439.9,Land,Commercial
70000000,Jumeirah Second,3716.12,2026,356,14-01-2026 11.37,70000000,3716.12,Land,Residential
71897328,World Islands,47710.62,2026,1024,12-02-2026 13.21,71897328,47710.62,Land,Commercial
72000000,Mankhool,1404.69,2026,1034,12-02-2026 22.02,72000000,1404.69,Land,Commercial
72007100,Al Hebiah Second,22298.95,2026,380,15-01-2026 8.20,72007100,22298.95,Land,Land
72294658,Nad Al Hamar,3088,2026,1701,31-03-2026 12.53,72294658,3088,Land,Commercial
72836728,Naif,3866.72,2026,2323,11-05-2026 15.39,72836728,3866.72,Land,Residential
73075148,Mankhool,4526.14,2026,859,06-02-2026 9.03,73075148,4525.94,Land,Commercial
73651943,Nad Al Shiba First,8553.12,2026,510,21-01-2026 10.07,73651943,8553.12,Land,Sports Club
73712918,World Islands,52678.16,2026,1013,12-02-2026 12.18,73712918,52678.16,Land,Commercial
73731542,Wadi Al Safa 3,7610.99,2026,982,11-02-2026 14.31,73731542,7610.99,Land,Residential
73990736,Al Raffa,5287.67,2026,2310,11-05-2026 9.23,73990736,5287.67,Land,Commercial
74509384,Al Merkadh,4614.77,2026,1511,16-03-2026 11.01,74509384,4614.77,Land,
74532021,Um Suqaim First,8393.05,2026,1148,17-02-2026 15.25,74532021,8393.04,Land,Residential
74682392,Bukadra,17345.57,2026,1262,24-02-2026 14.21,74682392,17345.57,Land,Sports Club
75000000,Al Nahda Second,2707.57,2026,876,07-02-2026 11.23,75000000,2707.57,Land,Commercial
75000000,Al Muteena,9365.46,2026,2694,11-06-2026 8.12,75000000,9365.46,Land,Commercial
75000000,Nad Al Shiba First,1490.26,2026,2383,14-05-2026 15.09,75000000,1490.26,Land,Residential / Villas
75000000,Al Garhoud,2989.16,2026,267,12-01-2026 14.57,75000000,2989.16,Land,Commercial
75000000,Al Wasl,1858.04,2026,545,22-01-2026 10.29,75000000,1858.04,Land,Commercial
75381561,Dubai Investment Park First,25466.12,2026,2230,04-05-2026 11.56,75381561,25466.12,Land,Commercial
